0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7.54	7.54	0	0
16.3	16.3	0	0
20.7	20.7	0.0396	0
14.8	11.8	0.12	0
-0.387	-10.8	0.221	0
-21.2	-40	0.333	0
-43.9	-68.6	0.452	0
-64.7	-89.7	0.577	0
-79.9	-97.7	0.706	0
-85.9	-93.2	0.838	0
-82	-86.1	0.971	0
-73.5	-79.7	1.11	0
-65	-76.8	1.24	0
-61.1	-80.1	1.38	0
-65	-87.5	1.52	0
-73.5	-94.7	1.66	0
-82	-97.7	1.79	0
-85.9	-94.3	1.93	0
-82	-87	2.07	0
-73.5	-80	2.21	0
-65	-76.8	2.34	0
-61.1	-80	2.48	0
-65	-87.3	2.61	0
-73.5	-94.5	2.74	0
-82	-97.7	2.87	0
-85.9	-94.4	3	0
-82	-87.2	3.13	0
-73.5	-80	3.26	0
-65	-76.8	3.38	0
-61.1	-80	3.5	0
-65	-87.2	3.62	0
-73.5	-94.4	3.73	0
-82	-97.7	3.85	0
-85.9	-94.5	3.96	0
-82	-87.3	4.06	0
-73.5	-80	4.16	0
-65	-76.8	4.26	0
-61.1	-80	4.35	0
-65	-87	4.44	0
-73.5	-94.3	4.52	0
-82	-97.7	4.6	0
-85.9	-95.1	4.66	0
-83.3	-90.5	4.72	0
-76.9	-84.5	4.77	0
-68.4	-76.8	4.81	0
-59.7	-66.2	4.84	0
-50.5	-53.5	4.87	0
-39.8	-39.7	4.9	0
-28.3	-25.6	4.92	0
