0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7.54	7.54	0	0
16.3	16.3	0	0
20.7	20.7	0.0263	0
15	11.8	0.101	0
0.228	-10.8	0.218	0
-19.9	-40	0.37	0
-42.1	-68.6	0.551	0
-63.1	-89.7	0.756	0
-79.2	-97.7	0.976	0
-85.9	-97.7	1.21	0
-85.9	-97.7	1.44	0
-85.9	-97.7	1.67	0
-85.9	-97.7	1.9	0
-85.9	-97.7	2.1	0
-85.9	-97.7	2.29	0
-85.9	-97.7	2.44	0
-85.9	-97.7	2.57	0
-85.9	-97.7	2.69	0
-85.9	-97.7	2.78	0
-85.9	-97.7	2.85	0
-85.9	-97.7	2.9	0
-85.9	-93.3	2.93	0
-81.9	-82	2.94	0
-71.7	-66.2	2.94	0
-57.5	-47.8	2.94	0
-41	-28.9	2.94	0
-24	-11.7	2.94	0
-8.44	1.4	2.94	0
3.34	6.81	2.94	0
8.2	5.91	2.94	0
6.92	4.13	2.94	0
4.1	2.22	2.94	0
1.28	0.669	2.94	0
0	0	2.94	0
0	0	2.94	0
0	0	2.94	0
0	0	2.94	0
0	0	2.94	0
0	0	2.94	0
0	0	2.94	0
