0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.15	4.15	0	0
11.9	11.9	0	0
16	16	0	0
10.9	13.5	0	0
-2.15	7.15	0	0
-20	-1.6	0	0
-39.5	-11.2	0	-1.36
-57.4	-20	0	-5.23
-70.5	-26.5	0	-11.3
-75.6	-29.2	0	-19.2
-75.6	-29.5	0	-28.6
-75.6	-29.7	0	-39.3
-75.5	-29.9	0	-50.9
-75.5	-30.1	0	-63
-75.3	-30.2	0	-75.3
-75.1	-30.3	0	-87.6
-74.8	-30.4	0	-99.4
-74.5	-30.5	0	-111
-74	-30.6	0	-121
-73.4	-30.6	0	-129
-72.6	-30.6	0	-136
-71.7	-30.7	0	-142
-70.7	-30.7	0	-147
-69.4	-30.7	0	-152
-68	-30.7	0	-157
-66.4	-30.7	0	-161
-63.1	-29.8	0	-165
-57.3	-27.5	0	-168
-49.5	-24	0	-171
-40.5	-19.9	0	-173
-31	-15.3	0	-175
-21.7	-10.8	0	-177
-13.3	-6.63	0	-178
-6.35	-3.19	0	-179
-1.7	-0.859	0	-180
0	0	0	-180
0	0	0	-180
