0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7.54	7.54	0	0
16.3	16.3	0	0
20.7	20.7	0.0396	0
9.41	3.71	0.12	0
-17.6	-33.8	0.221	0
-49.9	-71.3	0.333	0
-77	-88.3	0.452	0
-88.3	-82.5	0.577	0
-82.5	-76.8	0.706	0
-76.8	-82.5	0.838	0
-82.5	-88.3	0.971	0
-88.3	-82.5	1.11	0
-82.5	-76.8	1.24	0
-76.8	-82.5	1.38	0
-82.5	-88.3	1.52	0
-88.3	-82.5	1.66	0
-82.5	-76.8	1.79	0
-76.8	-82.5	1.93	0
-82.5	-88.3	2.07	0
-88.3	-82.5	2.21	0
-82.5	-76.8	2.34	0
-76.8	-82.5	2.48	0
-82.5	-88.3	2.61	0
-88.3	-82.5	2.74	0
-82.5	-76.8	2.87	0
-76.8	-82.5	3	0
-82.5	-88.3	3.13	0
-88.3	-82.5	3.26	0
-82.5	-76.8	3.38	0
-76.8	-82.5	3.5	0
-82.5	-88.3	3.62	0
-88.3	-82.5	3.73	0
-82.5	-76.8	3.85	0
-76.8	-82.5	3.96	0
-82.5	-88.3	4.06	0
-88.3	-82.5	4.16	0
-82.5	-76.8	4.26	0
-76.8	-82.5	4.35	0
-82.5	-88.3	4.44	0
-88.3	-82.5	4.52	0
-82.5	-76.8	4.6	0
-76.8	-82.5	4.66	0
-82.5	-88.3	4.72	0
-88.3	-86.3	4.77	0
-85	-76.8	4.81	0
-76.8	-59.4	4.84	0
-59.3	-38.9	4.87	0
-38.5	-16.7	4.9	0
-16.2	5.58	4.92	0
6.39	26.6	4.93	0
27.6	44.7	4.95	0
45.9	57.8	4.96	0
59.2	63.1	4.97	0
64.5	54.6	4.98	0
55.1	43.2	4.98	0
42.4	31.8	4.98	0
30.1	21.4	4.99	0
19.3	12.8	4.99	0
11.9	7.42	4.99	0
8.05	5	4.99	0
5.17	3.21	4.99	0
3.09	1.92	4.99	0
1.66	1.03	4.99	0
0.743	0.463	4.99	0
0.238	0.149	4.99	0
0.0329	0.0207	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
0	0	4.99	0
