0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.15	4.15	0	0
11.9	11.9	0	0
16	16	0	0
6.49	11.8	0	0
-16.2	1.47	0	-1.51
-43.4	-11.2	0	-5.38
-66.1	-22.7	0	-10.6
-75.6	-29.2	0	-16.3
-73.9	-31.8	0	-21.3
-69.4	-33.7	0	-24.8
-62.8	-35.1	0	-27.2
-55	-36	0	-29.5
-46.6	-36.5	0	-31.8
-38.4	-36.8	0	-33.9
-31.3	-36.9	0	-36
-25.9	-36.9	0	-37.9
-21.8	-35.9	0	-39.6
-17.9	-33.1	0	-41.1
-14.2	-29	0	-42.5
-10.8	-23.9	0	-43.5
-7.72	-18.5	0	-44.3
-5.1	-13	0	-44.8
-2.95	-7.98	0	-45
-1.35	-3.84	0	-45
-0.348	-1.03	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
0	0	0	-45
