0	0	0	0
0	0	0	0
4.73	0	0	0
13.5	0	0	0
18.3	4.73	0	0
10.3	13.5	0	0
-4.42	18.3	0	0
-12.4	10.3	0	0
-4.42	-4.42	0	0
10.3	-12.4	0	0
18.3	-4.42	0	0
10.3	10.3	0	0
-4.42	18.3	0	0
-12.4	10.3	0	0
-4.42	-4.42	0	0
10.3	-12.4	0	0
18.3	-4.42	0	0
10.3	10.3	0	0
-4.42	18.3	0	0
-12.4	10.3	0	0
-4.42	-4.42	0	0
10.3	-12.4	0	0
18.3	-4.42	0	0
10.3	10.3	0	0
-4.42	18.3	0	0
-12.4	10.3	0	0
-4.42	-4.42	0	0
10.3	-12.4	0	0
18.3	-4.42	0	0
13.5	10.3	0	0
4.73	18.3	0	0
0	13.5	0	0
0	4.73	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
