0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	9.4	0	0
0	31.8	0	0
9.4	58.6	0	0
31.8	81	0	0
58.6	90.4	-0.00554	0
81	88.2	-0.0218	0
90.4	82.9	-0.0483	0
82.9	76	-0.0844	0
69.1	69.1	-0.13	0
61.7	63.8	-0.184	0
67.8	61.7	-0.246	0
74	65.3	-0.315	0
67.8	69	-0.392	0
61.7	65.3	-0.475	0
68.7	61.7	-0.565	0
75.7	65.8	-0.66	0
63.4	70	-0.759	0
51	62.7	-0.864	0
66.1	55.4	-0.972	0
81.2	64.3	-1.08	0
58.8	73.2	-1.2	0
36.3	60	-1.31	0
61.5	46.7	-1.43	0
86.7	61.6	-1.55	0
65.9	76.5	-1.67	0
45.2	64.2	-1.79	0
63.2	52	-1.92	0
81.2	62.6	-2.04	0
66.1	73.2	-2.15	0
51	64.3	-2.27	0
63.4	55.4	-2.38	0
75.7	62.7	-2.5	0
68.7	70	-2.6	0
61.7	65.8	-2.71	0
67.8	61.7	-2.81	0
74	65.3	-2.9	0
71.2	69	-2.99	0
61.7	61.7	-3.08	0
43.3	35.4	-3.15	0
20.5	6.41	-3.22	0
1	-7.23	-3.28	0
-7.23	-6.7	-3.34	0
-6.48	-5.36	-3.38	0
-4.69	-3.62	-3.42	0
-2.55	-1.88	-3.45	0
-0.752	-0.536	-3.46	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
0	0	-3.47	0
