0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.15	4.01	0	0
11.9	11.6	0	0
16	16	0	0
8.96	16.4	0	0
-4.14	16.6	0	-14.5
-11.2	16.7	0	-30.4
-10.9	16	0	-33.3
-10.2	14.2	0	-35.7
-9.15	11.4	0	-37.7
-7.83	8.04	0	-39.5
-6.36	4.27	0	-40.9
-4.83	0.372	0	-42.1
-3.36	-3.4	0	-43
-2.04	-6.78	0	-43.7
-1.52	-8.11	0	-44.3
-1.25	-8.81	0	-44.6
-1.04	-9.36	0	-44.9
-0.858	-9.81	0	-45
-0.703	-10.2	0	-45
-0.565	-10.6	0	-45
-0.44	-10.9	0	-45
-0.327	-11.2	0	-45
-0.225	-11.4	0	-45
-0.132	-11.7	0	-45
-0.0519	-11.9	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
0.00308	-12	0	-45
